Steps,AVG_weight,STD_weight,STD_rel_weight
10,0.046,0.046,1.0
20,0.06475,0.06555,1.0123552123552122
50,0.28459999999999996,0.10869999999999999,0.381939564300773
100,0.7693,0.009000000000000008,0.011698947094761483
500,3.87695,0.021749999999999936,0.005610080088729526
