Steps,AVG_weight,STD_weight,STD_rel_weight
10,0.0004666666666666667,0.00024944382578492944,0.5345224838248488
20,0.0011333333333333332,0.0013572848714334888,1.1976042983236668
30,0.0020666666666666667,0.000784573486395988,0.37963233212709097
70,0.007466666666666667,0.002028683207293725,0.271698643833981
150,0.016033333333333333,0.0021638443156156645,0.1349591049240539
200,0.0184,0.0009933109617167564,0.053984291397649806
600,0.05353333333333333,0.005792140268405874,0.10819689168877723
1000,0.09356666666666667,0.0033209770985191834,0.03549316457270235
