Steps,AVG_weight,STD_weight,STD_rel_weight
10,0.015866666666666668,0.006535203813875195,0.4118825933114619
20,0.04699999999999999,0.013581114338178095,0.2889598795357042
30,0.03616666666666667,0.008897315450304224,0.24600872212822733
50,0.0688,0.033858233858250784,0.49212549212573814
70,0.12906666666666666,0.006342624763368001,0.04914223731948348
100,0.1286,0.01617982282556477,0.1258151075082797
150,0.24663333333333334,0.026159043475546945,0.10606450929401383
200,0.30683333333333335,0.011501400880858912,0.037484196243972555
