Steps,AVG_weight,STD_weight,STD_rel_weight
17,-5.9999999999999995e-05,0.00012,-2.0000000000000004
33,0.0,6.324555320336759e-05,inf
50,0.0,0.0,nan
67,0.0,0.0,nan
83,0.0,0.0,nan
100,0.0,0.00010954451150103321,inf
200,0.0,0.0,nan
1000,2e-05,7.483314773547883e-05,3.7416573867739413
2000,0.00011999999999999999,0.00024,2.0000000000000004
3000,0.00012000000000000002,0.00019390719429665317,1.615893285805443
4000,0.00016,0.00016248076809271923,1.015504800579495
