Steps,AVG_weight,STD_weight,STD_rel_weight
5,0.0209,0.009699999999999999,0.46411483253588515
10,0.020900000000000002,0.004100000000000001,0.1961722488038278
15,0.0462,0.013999999999999999,0.30303030303030304
30,0.0707,0.030600000000000002,0.4328147100424328
100,0.12279999999999999,0.10579999999999999,0.8615635179153094
500,0.6740999999999999,0.008400000000000019,0.012461059190031182
2000,2.43225,0.043949999999999934,0.018069688559975306
