Steps,AVG_weight,STD_weight,STD_rel_weight
5,0.009325,0.0018198557635153397,0.19515879501504985
10,0.019525,0.0043699971395871635,0.22381547449870234
15,0.0293,0.005200961449578337,0.17750721670915826
30,0.05905,0.00857977272426257,0.1452967438486464
100,0.193,0.011112830422534126,0.05757943224110946
500,0.9159,0.10771125753606256,0.11760154769741517
2000,3.4034,0.4148402162278869,0.12188993836395573
